"device_id","payment_id","user_id","site_id","relation_status","physical_id","serial"
41231794,69856420986,311101389,MLB,2,PAX-1486293451,D175-1486293451
41231795,69659438849,95628694,MLB,2,"8701372352151797",MP35P-8701372352151797
41231796,69856423388,80211762,MLB,3,"8701372352237155",MP35P-8701372352237155
41231797,69856444570,83203136,MLB,2,"8701372352152355",MP35P-8701372352152355
41231798,69659451295,565442448,MLB,2,PAX-1485987410,D175-1485987410
41231799,69856393670,206322395,MLB,2,D175-1480801176,D175-1480801176
41231800,69659456115,638171240,MLB,2,"8701372352152714",MP35P-8701372352152714
41231801,69659440909,574903970,MLB,2,"8701372352152361",MP35P-8701372352152361
41231929,69858308520,309961529,MLB,2,PAX-1485987034,D175-1485987034
41231934,69661819233,164736394,MLB,2,"8701372352237161",MP35P-8701372352237161
41231935,69858881988,554303260,MLB,2,"8701372352152221",MP35P-8701372352152221
41231936,69661948369,448914578,MLB,2,"8701372352236816",MP35P-8701372352236816
41231938,69662718893,404057472,MLB,2,"8701372352151972",MP35P-8701372352151972
41231939,69662718893,404057472,MLB,2,"8701372352122266",MP35P-8701372352122266
41231940,69662718893,404057472,MLB,2,"8701372352122287",MP35P-8701372352122287
41231941,69662718893,404057472,MLB,2,"8701372352152495",MP35P-8701372352152495
41231942,69662718893,404057472,MLB,2,"8701372352122414",MP35P-8701372352122414
41231943,69662718893,404057472,MLB,2,"8701372352152067",MP35P-8701372352152067
41231944,69662718893,404057472,MLB,2,"8701372352151782",MP35P-8701372352151782
41231945,69662718893,404057472,MLB,2,"8701372352152257",MP35P-8701372352152257
41231946,69662718893,404057472,MLB,2,"8701372352116788",MP35P-8701372352116788
41231947,69662718893,404057472,MLB,2,"8701372352151811",MP35P-8701372352151811
41231948,69859648632,1022878251,MLB,2,"8701372352202168",MP35P-8701372352202168
41231951,69859877744,482501489,MLB,2,MP300-23010262023042112418,"23010262023042112418"
41231952,69859877744,482501489,MLB,2,MP300-23010262023042110887,"23010262023042110887"
41231953,69859877744,482501489,MLB,2,MP300-23010262023042105303,"23010262023042105303"
41231954,69859877744,482501489,MLB,2,MP300-23010262023042112282,"23010262023042112282"
41231955,69859877744,482501489,MLB,2,MP300-23010262023042105636,"23010262023042105636"
41231956,69859877744,482501489,MLB,2,MP300-23010262023042101515,"23010262023042101515"
41231957,69859877744,482501489,MLB,2,MP300-23010262023042105790,"23010262023042105790"
41231958,69859877744,482501489,MLB,2,MP300-23010262023042112404,"23010262023042112404"
41231959,69859877744,482501489,MLB,2,MP300-23010262023042112425,"23010262023042112425"
41231960,69859877744,482501489,MLB,2,MP300-23010262023042112305,"23010262023042112305"
41231961,69860053184,500008981,MLB,2,"8701372352152946",MP35P-8701372352152946
41231962,69859973726,272121685,MLB,2,PAX-1486342506,D175-1486342506
41231963,69860098736,306277480,MLB,2,D175-1481218181,D175-1481218181
41231964,69860126222,1043584549,MLB,2,"8701372352237063",MP35P-8701372352237063
41231966,69663122937,351121235,MLB,2,ING-33955313,MOVE2500-33955313
41231968,69663113539,273109339,MLB,2,"8701372352235189",MP35P-8701372352235189
41231969,69860060018,273109339,MLB,2,MP300-23021062023101725236,"23021062023101725236"
41231970,69663127135,273109339,MLB,2,"8701372352240616",MP35P-8701372352240616
41231971,69860077792,1103903491,MLB,2,"8701372352234701",MP35P-8701372352234701
41231977,69663170233,273109339,MLB,2,D175-1480584468,D175-1480584468
41231979,69663121753,242062301,MLB,2,MP300-23010262023042108556,"23010262023042108556"
41231983,69663170403,101282351,MLB,2,MP300-23010262023042103313,"23010262023042103313"
41231989,69860745002,156599508,MLB,2,"8701372352012578",MP35P-8701372352012578
41231995,69861953092,128036592,MLB,2,"8701372352241481",MP35P-8701372352241481
41231997,69665093273,568065851,MLB,2,PAX-1486344515,D175-1486344515
41231998,69665093273,568065851,MLB,2,PAX-1486344530,D175-1486344530
41231999,69665093273,568065851,MLB,2,PAX-1486342403,D175-1486342403
41232000,69665093273,568065851,MLB,2,PAX-1486344640,D175-1486344640
41232001,69665093273,568065851,MLB,2,PAX-1486344620,D175-1486344620
41232002,69665093273,568065851,MLB,2,PAX-1486344542,D175-1486344542
41232003,69665093273,568065851,MLB,2,PAX-1486342422,D175-1486342422
41232004,69665093273,568065851,MLB,2,PAX-1486343618,D175-1486343618
41232005,69665093273,568065851,MLB,2,PAX-1486344364,D175-1486344364
41232006,69665093273,568065851,MLB,2,PAX-1486344611,D175-1486344611
41232010,69862411358,294992316,MLB,2,"8701372352241166",MP35P-8701372352241166
41232019,69863868486,127324531,MLB,2,D175-1483595167,D175-1483595167
41232021,69666733493,316427528,MLB,2,D175-1480939525,D175-1480939525
41232023,69666739899,75554443,MLB,2,"8701372352235097",MP35P-8701372352235097
41232024,69666824159,735869926,MLB,2,Q79503617905,Q79503617905
41232025,69666792989,482840442,MLB,2,D175-1481649121,D175-1481649121
41232028,69666763747,768594460,MLB,2,MP300-23021062023101726871,"23021062023101726871"
41232031,69666777529,48909778,MLB,3,"8701372352277605",MP35P-8701372352277605
41232034,69666838319,544228993,MLB,2,"8701372352235224",MP35P-8701372352235224
41232038,69864237598,472166356,MLB,2,"8701372352234666",MP35P-8701372352234666
41232039,69667482277,815489919,MLB,2,MP300-23021062023101725883,"23021062023101725883"
41232040,69667482277,815489919,MLB,2,MP300-23021062023101725001,"23021062023101725001"
41232041,69667482277,815489919,MLB,2,MP300-23021062023101725223,"23021062023101725223"
41232042,69667482277,815489919,MLB,2,MP300-23021062023101726965,"23021062023101726965"
41232043,69667482277,815489919,MLB,2,MP300-23021062023101726591,"23021062023101726591"
41232044,69667482277,815489919,MLB,2,MP300-23021062023101725986,"23021062023101725986"
41232045,69667482277,815489919,MLB,2,MP300-23021062023101726599,"23021062023101726599"
41232046,69667482277,815489919,MLB,2,MP300-23021062023101725252,"23021062023101725252"
41232047,69667482277,815489919,MLB,2,MP300-23021062023101726679,"23021062023101726679"
41232048,69667482277,815489919,MLB,2,MP300-23021062023101726782,"23021062023101726782"
41232060,69667946561,543741086,MLB,2,"8701372352277421",MP35P-8701372352277421
41232061,69667978195,543741086,MLB,2,"8701372352277371",MP35P-8701372352277371
41232062,69667982785,543741086,MLB,2,"8701372352277302",MP35P-8701372352277302
41232063,69667979771,543741086,MLB,2,"8701372352277317",MP35P-8701372352277317
41232064,69865047080,543741086,MLB,2,"8701372352277534",MP35P-8701372352277534
41232075,69865293802,316979512,MLB,3,"8701372352235126",MP35P-8701372352235126
41232113,69669857167,527186794,MLB,2,D175-1480788353,D175-1480788353
41232114,69866948174,614177210,MLB,2,"8701372352304904",MP35P-8701372352304904
41232115,69669869011,138157802,MLB,2,"8701372352304925",MP35P-8701372352304925
41232116,69866862834,277416833,MLB,2,MP300-23010262023042109016,"23010262023042109016"
41232117,69867184202,65269775,MLB,2,"8701372352190085",MP35P-8701372352190085
41232118,69670001365,527186794,MLB,2,D175-1483901867,D175-1483901867
41232120,69670052707,638171240,MLB,2,"8701372352305926",MP35P-8701372352305926
41232121,69867173490,263379802,MLB,2,D175-1480643384,D175-1480643384
41232122,69867200746,65269775,MLB,2,"8701372352305005",MP35P-8701372352305005
41232124,69670074323,527059692,MLB,2,D175-1481511317,D175-1481511317
41232127,69670035937,367577948,MLB,2,"8701372352304236",MP35P-8701372352304236
41232128,69867203000,191025689,MLB,2,D175-1483413898,D175-1483413898
41232130,69670070891,230105106,MLB,2,D175-1483870199,D175-1483870199
41232132,69670055245,60051107,MLB,2,SMARTPOS1493625304,A910-1493625304
41232133,69670072831,536831719,MLB,3,D175-1480099283,D175-1480099283
41232134,69670043801,492751359,MLB,2,MP300-23021062023101725932,"23021062023101725932"
41232135,69670059187,75554443,MLB,2,SMARTPOS1493625017,A910-1493625017
41232136,69670096127,273109339,MLB,3,"8701372352236864",MP35P-8701372352236864
41232137,69670059231,206471037,MLB,2,SMARTPOS1494179289,A910-1494179289
41232139,69670051879,297619439,MLB,2,D175-1480647288,D175-1480647288
41232140,69867240482,502650453,MLB,2,"8701372352300345",MP35P-8701372352300345
41232141,69670072003,461197707,MLB,2,"8701372352304593",MP35P-8701372352304593
41232142,69670072003,461197707,MLB,2,"8701372352306033",MP35P-8701372352306033
41232143,69670072003,461197707,MLB,2,"8701372352305496",MP35P-8701372352305496
41232144,69670072003,461197707,MLB,2,"8701372352305222",MP35P-8701372352305222
41232145,69670072003,461197707,MLB,2,"8701372352304967",MP35P-8701372352304967
41232146,69670072003,461197707,MLB,2,"8701372352305855",MP35P-8701372352305855
41232147,69670072003,461197707,MLB,2,"8701372352305011",MP35P-8701372352305011
41232148,69670072003,461197707,MLB,2,"8701372352277252",MP35P-8701372352277252
41232149,69670072003,461197707,MLB,2,"8701372352305989",MP35P-8701372352305989
41232150,69670072003,461197707,MLB,2,"8701372352305947",MP35P-8701372352305947
41232156,69670302809,129450920,MLB,2,MP300-23021062023101726676,"23021062023101726676"
41232168,69671247065,72087730,MLB,2,"8701372352236689",MP35P-8701372352236689
41232179,69671586753,1103903491,MLB,2,"8701372352305968",MP35P-8701372352305968
41232180,69868678848,574903970,MLB,2,"8701372352236626",MP35P-8701372352236626
41232181,69671662359,333280629,MLB,2,PAX-1485987141,D175-1485987141
41232182,69868934818,75554443,MLB,2,"8701372352235723",MP35P-8701372352235723
41232183,69869132084,163949254,MLB,2,PAX-1486340611,D175-1486340611
41232184,69869132084,163949254,MLB,2,PAX-1486339595,D175-1486339595
41232185,69869132084,163949254,MLB,2,PAX-1486339673,D175-1486339673
41232186,69869132084,163949254,MLB,2,PAX-1486341131,D175-1486341131
41232187,69869132084,163949254,MLB,2,PAX-1486341140,D175-1486341140
41232188,69869132084,163949254,MLB,2,PAX-1486339598,D175-1486339598
41232189,69869132084,163949254,MLB,2,PAX-1486341108,D175-1486341108
41232190,69869132084,163949254,MLB,2,PAX-1486309070,D175-1486309070
41232191,69869132084,163949254,MLB,2,PAX-1486339618,D175-1486339618
41232192,69869132084,163949254,MLB,2,PAX-1486341110,D175-1486341110
41232195,69672532625,139691645,MLB,2,PAX-1486339676,D175-1486339676
41232199,69869780376,75554443,MLB,2,SMARTPOS1494344550,A910-1494344550
41232200,69869935384,20174719,MLB,2,MP300-23010262023042108372,"23010262023042108372"
41232203,69673096059,325116125,MLB,3,"8701372352305454",MP35P-8701372352305454
41232205,69870119314,454984381,MLB,3,"8701372352236561",MP35P-8701372352236561
41232206,69673123601,101282351,MLB,2,"8701372351262207",MP35P-8701372351262207
41232207,69870125220,169333167,MLB,2,D175-1480295620,D175-1480295620
41232209,69870170278,69374041,MLB,2,D175-1480535840,D175-1480535840
41232210,69870139088,305738914,MLB,2,"8701372352236605",MP35P-8701372352236605
41232211,69673161043,579074455,MLB,2,Q78501217404,Q78501217404
41232212,69673145215,783086173,MLB,2,D175-1480766391,D175-1480766391
41232213,69870162830,242062301,MLB,2,MP300-23010262023042108326,"23010262023042108326"
41232214,69870156966,273109339,MLB,2,D175-1481251310,D175-1481251310
41232215,69673176647,351121235,MLB,2,D175-1480192949,D175-1480192949
41232216,69673149523,273109339,MLB,2,"8701372352236344",MP35P-8701372352236344
41232217,69870139770,202355726,MLB,2,"8701372352236653",MP35P-8701372352236653
41232219,69673206341,198851516,MLB,2,"8701372352303924",MP35P-8701372352303924
41232221,69673186879,75554443,MLB,2,"8701372351261628",MP35P-8701372351261628
41232224,69673175249,488898078,MLB,3,"8701372352236181",MP35P-8701372352236181
41232225,69673153993,776754614,MLB,2,D175-1480765635,D175-1480765635
41232230,69673485217,189874978,MLB,2,"8701372352278696",MP35P-8701372352278696
41232231,69673497835,317910573,MLB,2,"8701372352277294",MP35P-8701372352277294
41232232,69673620071,157612498,MLB,2,PAX-1486343087,D175-1486343087
41232233,69673620071,157612498,MLB,2,PAX-1486341889,D175-1486341889
41232234,69673620071,157612498,MLB,2,PAX-1486342237,D175-1486342237
41232235,69673620071,157612498,MLB,2,PAX-1486343319,D175-1486343319
41232236,69673620071,157612498,MLB,2,PAX-1486341950,D175-1486341950
41232237,69673620071,157612498,MLB,2,PAX-1486343091,D175-1486343091
41232238,69673620071,157612498,MLB,2,PAX-1486343106,D175-1486343106
41232239,69673620071,157612498,MLB,2,PAX-1486343184,D175-1486343184
41232240,69673620071,157612498,MLB,2,PAX-1486345955,D175-1486345955
41232241,69673620071,157612498,MLB,2,PAX-1486345487,D175-1486345487
41232258,69673859757,219889516,MLB,2,MP300-23010262023042110829,"23010262023042110829"
41232259,69673859757,219889516,MLB,2,MP300-23010262023042105805,"23010262023042105805"
41232260,69673859757,219889516,MLB,2,MP300-23010262023042108356,"23010262023042108356"
41232261,69673859757,219889516,MLB,2,MP300-23010262023042108061,"23010262023042108061"
41232262,69673859757,219889516,MLB,2,MP300-23010262023042108355,"23010262023042108355"
41232263,69673859757,219889516,MLB,2,MP300-23010262023042108483,"23010262023042108483"
41232264,69673859757,219889516,MLB,2,MP300-23010262023042108314,"23010262023042108314"
41232265,69673859757,219889516,MLB,2,MP300-23010262023042105294,"23010262023042105294"
41232266,69673859757,219889516,MLB,2,MP300-23010262023042104719,"23010262023042104719"
41232267,69673859757,219889516,MLB,2,MP300-23010262023042110910,"23010262023042110910"
41232290,69872001942,296606875,MLB,2,"8701372352305784",MP35P-8701372352305784
41232291,69872293062,182077801,MLB,2,"8701372352305953",MP35P-8701372352305953
41232292,69675317739,94355417,MLB,2,PAX-1486343140,D175-1486343140
41232293,69675317739,94355417,MLB,2,PAX-1486342963,D175-1486342963
41232294,69675317739,94355417,MLB,2,PAX-1486342791,D175-1486342791
41232295,69675317739,94355417,MLB,2,PAX-1486343315,D175-1486343315
41232296,69675317739,94355417,MLB,2,PAX-1486343078,D175-1486343078
41232297,69675317739,94355417,MLB,2,PAX-1486343069,D175-1486343069
41232298,69675317739,94355417,MLB,2,PAX-1486342189,D175-1486342189
41232299,69675317739,94355417,MLB,2,PAX-1486343075,D175-1486343075
41232300,69675317739,94355417,MLB,2,PAX-1486341015,D175-1486341015
41232301,69675317739,94355417,MLB,2,PAX-1486343035,D175-1486343035
41232302,69675317739,94355417,MLB,2,PAX-1486343108,D175-1486343108
41232303,69675317739,94355417,MLB,2,PAX-1486343089,D175-1486343089
41232304,69675317739,94355417,MLB,2,PAX-1486343304,D175-1486343304
41232305,69675317739,94355417,MLB,2,PAX-1486342943,D175-1486342943
41232306,69675317739,94355417,MLB,2,PAX-1486342857,D175-1486342857
41232307,69675317739,94355417,MLB,2,PAX-1486343064,D175-1486343064
41232308,69675317739,94355417,MLB,2,PAX-1486342854,D175-1486342854
41232309,69675317739,94355417,MLB,2,PAX-1486343167,D175-1486343167
41232310,69675317739,94355417,MLB,2,PAX-1486343099,D175-1486343099
41232311,69675317739,94355417,MLB,2,PAX-1486343290,D175-1486343290
41232312,69675361533,94355417,MLB,2,SMARTPOS1494343754,A910-1494343754
41232313,69872491142,94355417,MLB,2,SMARTPOS1494175607,A910-1494175607
41232314,69872515186,94355417,MLB,2,PAX-1486343171,D175-1486343171
41232315,69872515186,94355417,MLB,2,PAX-1486343017,D175-1486343017
41232316,69872515186,94355417,MLB,2,PAX-1486343138,D175-1486343138
41232317,69872515186,94355417,MLB,2,PAX-1486342543,D175-1486342543
41232318,69872515186,94355417,MLB,2,PAX-1486343189,D175-1486343189
41232319,69872515186,94355417,MLB,2,PAX-1486343126,D175-1486343126
41232320,69872515186,94355417,MLB,2,PAX-1486342858,D175-1486342858
41232321,69872515186,94355417,MLB,2,PAX-1486343154,D175-1486343154
41232322,69872515186,94355417,MLB,2,PAX-1486343237,D175-1486343237
41232323,69872515186,94355417,MLB,2,PAX-1486343196,D175-1486343196
41232324,69872515186,94355417,MLB,2,PAX-1486342468,D175-1486342468
41232325,69872515186,94355417,MLB,2,PAX-1486341288,D175-1486341288
41232326,69872515186,94355417,MLB,2,PAX-1486305867,D175-1486305867
41232327,69872515186,94355417,MLB,2,PAX-1486343133,D175-1486343133
41232328,69872515186,94355417,MLB,2,PAX-1486342548,D175-1486342548
41232329,69872515186,94355417,MLB,2,PAX-1486343101,D175-1486343101
41232330,69872515186,94355417,MLB,2,PAX-1486343100,D175-1486343100
41232331,69872515186,94355417,MLB,2,PAX-1486343156,D175-1486343156
41232332,69872515186,94355417,MLB,2,PAX-1486342855,D175-1486342855
41232333,69872515186,94355417,MLB,2,PAX-1486343077,D175-1486343077
41232337,69872557650,94355417,MLB,2,SMARTPOS1494343605,A910-1494343605
41232338,69675552861,94355417,MLB,2,SMARTPOS1494343668,A910-1494343668
41232339,69675533765,402580963,MLB,2,"8701372352236941",MP35P-8701372352236941
41232342,69675628407,94355417,MLB,2,SMARTPOS1494343745,A910-1494343745
41232351,69873088710,72087730,MLB,3,"8701372352236956",MP35P-8701372352236956
41232352,69675910281,768594460,MLB,2,MP300-23010262023042110905,"23010262023042110905"
41232353,69873069354,287650477,MLB,2,PAX-1486345267,D175-1486345267
41232354,69873069354,287650477,MLB,2,PAX-1486345330,D175-1486345330
41232355,69873069354,287650477,MLB,2,PAX-1486345948,D175-1486345948
41232356,69873069354,287650477,MLB,2,PAX-1486342356,D175-1486342356
41232357,69873069354,287650477,MLB,2,PAX-1486345015,D175-1486345015
41232358,69873069354,287650477,MLB,2,PAX-1486343419,D175-1486343419
41232359,69873069354,287650477,MLB,2,PAX-1486342336,D175-1486342336
41232360,69873069354,287650477,MLB,2,PAX-1486346029,D175-1486346029
41232361,69873069354,287650477,MLB,2,PAX-1486342309,D175-1486342309
41232362,69873069354,287650477,MLB,2,PAX-1486341884,D175-1486341884
41232366,69873254932,207492738,MLB,3,"8701372352217356",MP35P-8701372352217356
41232369,69676044843,38809152,MLB,2,D175-1483142150,D175-1483142150
41232370,69676037255,154356199,MLB,2,D175-1480279690,D175-1480279690
41232371,69873232096,518901189,MLB,2,"8701372352236929",MP35P-8701372352236929
41232372,69873300150,75554443,MLB,3,"8701372352236935",MP35P-8701372352236935
41232374,69676041601,95628694,MLB,2,"8701372352217686",MP35P-8701372352217686
41232375,69676065629,272613382,MLB,3,MP300-23021062023101725652,"23021062023101725652"
41232377,69873260010,206019780,MLB,2,PAX-1486294403,D175-1486294403
41232380,69873320102,159838663,MLB,2,D175-1480756952,D175-1480756952
41232381,69873308890,403218016,MLB,2,"8701372352236772",MP35P-8701372352236772
41232382,69676110719,1143058162,MLB,3,"8701372352236998",MP35P-8701372352236998
41232383,69676126475,273109339,MLB,2,"8701372352217638",MP35P-8701372352217638
41232384,69676108831,545975849,MLB,3,MP300-23010262023042111095,"23010262023042111095"
41232386,69676122591,527186794,MLB,2,"8701372352236751",MP35P-8701372352236751
41232387,69873326404,170037062,MLB,2,"8701372352217799",MP35P-8701372352217799
41232388,69676101097,75554443,MLB,2,"8701372352236478",MP35P-8701372352236478
41232389,69676148567,273109339,MLB,2,D175-1481656628,D175-1481656628
41232390,69676122665,223580114,MLB,2,MP300-23021062023101725852,"23021062023101725852"
41232391,69676144425,1072830435,MLB,2,"8701372352217602",MP35P-8701372352217602
41232392,69676142509,436780713,MLB,2,D175-1481995017,D175-1481995017
41232393,69676077735,72087730,MLB,2,"8701372352236745",MP35P-8701372352236745
41232395,69676136569,199868995,MLB,2,"8701372352214537",MP35P-8701372352214537
41232396,69873301548,273109339,MLB,2,"8701372352214522",MP35P-8701372352214522
41232397,69873291988,276073881,MLB,2,D175-1481644467,D175-1481644467
41232398,69676091689,291983186,MLB,2,"8701372352214184",MP35P-8701372352214184
41232399,69676111055,409143307,MLB,2,D175-1482827282,D175-1482827282
41232400,69676115097,207447678,MLB,2,MP300-23010262023042105700,"23010262023042105700"
41232401,69676076005,268588885,MLB,2,"8701372352236225",MP35P-8701372352236225
41232402,69873315796,159899449,MLB,3,D175-1483387843,D175-1483387843
41232403,69676120913,89287989,MLB,2,D175-1480953227,D175-1480953227
41232404,69873336472,75554443,MLB,2,SMARTPOS1493624365,A910-1493624365
41232405,69873336556,72087730,MLB,2,"8701372351261394",MP35P-8701372351261394
41232406,69676138529,273109339,MLB,3,"8701372352217855",MP35P-8701372352217855
41232409,69873364828,518901189,MLB,2,MP300-23010262023042112279,"23010262023042112279"
41232414,69873737702,817240324,MLB,2,MP300-23021062023101726649,"23021062023101726649"
41232421,69860296222,302184108,MLB,2,"8701372352215051",MP35P-8701372352215051
41232422,69663081319,474473764,MLB,2,"8701372352234413",MP35P-8701372352234413
41232423,69659765353,239651094,MLB,3,MP300-23010262023042110492,"23010262023042110492"
41232424,69663272539,302184108,MLB,2,"8701372352234969",MP35P-8701372352234969
41232425,69765272144,459404865,MLB,2,"8701372352215306",MP35P-8701372352215306
41232426,69860117234,321404301,MLB,3,"8701372352214234",MP35P-8701372352214234
41232427,69658769605,642126306,MLB,2,MP300-23010262023042101608,"23010262023042101608"
41232428,69658769605,642126306,MLB,2,MP300-23010262023042108967,"23010262023042108967"
41232429,69658769605,642126306,MLB,2,MP300-23010262023042112321,"23010262023042112321"
41232430,69658769605,642126306,MLB,2,MP300-23010262023042109022,"23010262023042109022"
41232431,69658769605,642126306,MLB,2,MP300-23010262023042110429,"23010262023042110429"
41232432,69658769605,642126306,MLB,2,MP300-23010262023042109133,"23010262023042109133"
41232433,69658769605,642126306,MLB,2,MP300-23010262023042109021,"23010262023042109021"
41232434,69658769605,642126306,MLB,2,MP300-23010262023042109098,"23010262023042109098"
41232435,69658769605,642126306,MLB,2,MP300-23010262023042109012,"23010262023042109012"
41232436,69658769605,642126306,MLB,2,MP300-23010262023042109082,"23010262023042109082"
41232437,69663124897,475429013,MLB,2,D175-1482421487,D175-1482421487
41232438,69805572566,206019780,MLB,2,PAX-1486344624,D175-1486344624
41232439,69805572566,206019780,MLB,2,PAX-1486344540,D175-1486344540
41232440,69805572566,206019780,MLB,2,PAX-1486342418,D175-1486342418
41232441,69805572566,206019780,MLB,2,PAX-1486342455,D175-1486342455
41232442,69805572566,206019780,MLB,2,PAX-1486342348,D175-1486342348
41232443,69805572566,206019780,MLB,2,PAX-1486344531,D175-1486344531
41232444,69805572566,206019780,MLB,2,PAX-1486344404,D175-1486344404
41232445,69805572566,206019780,MLB,2,PAX-1486344609,D175-1486344609
41232446,69805572566,206019780,MLB,2,PAX-1486344543,D175-1486344543
41232447,69805572566,206019780,MLB,2,PAX-1486344627,D175-1486344627
41232448,69663166339,297426633,MLB,2,PAX-1486293516,D175-1486293516
41232449,69629370763,459404865,MLB,2,"8701372352277392",MP35P-8701372352277392
41232450,69860194504,302184108,MLB,2,PAX-1486346139,D175-1486346139
41232451,69860194504,302184108,MLB,2,PAX-1486346147,D175-1486346147
41232452,69860194504,302184108,MLB,2,PAX-1486345707,D175-1486345707
41232453,69860194504,302184108,MLB,2,PAX-1486343336,D175-1486343336
41232454,69663281985,302184108,MLB,2,"8701372352236154",MP35P-8701372352236154
41232455,69861919136,719004213,MLB,2,"8701372352304453",MP35P-8701372352304453
41232456,69802119288,367577948,MLB,2,"8701372352235955",MP35P-8701372352235955
41232457,69863287452,242761129,MLB,2,MP300-23021062023101725247,"23021062023101725247"
41232458,69863287452,242761129,MLB,2,MP300-23021062023101726943,"23021062023101726943"
41232459,69863287452,242761129,MLB,2,MP300-23021062023101725246,"23021062023101725246"
41232460,69863287452,242761129,MLB,2,MP300-23021062023101726957,"23021062023101726957"
41232461,69865999278,256842528,MLB,2,SMARTPOS1494168693,A910-1494168693
41232462,69658419441,75554443,MLB,2,SMARTPOS1494343580,A910-1494343580
41232463,69804730276,289704181,MLB,2,"8701372352278128",MP35P-8701372352278128
41232464,69856411466,565442448,MLB,3,MP300-23021062023101726760,"23021062023101726760"
41232465,69856411466,565442448,MLB,2,MP300-23021062023101723097,"23021062023101723097"
41232466,69856411466,565442448,MLB,2,MP300-23021062023101723822,"23021062023101723822"
41232467,69856411466,565442448,MLB,2,MP300-23021062023101723065,"23021062023101723065"
41232468,69657763199,273111552,MLB,2,D175-1481218116,D175-1481218116
41232469,69860125040,207447678,MLB,2,PAX-1486293428,D175-1486293428
41232470,69656994859,23064884,MLB,2,MP300-23010262023042105803,"23010262023042105803"
41232471,69663068767,75554443,MLB,2,"8701372352278957",MP35P-8701372352278957
41232472,69693648358,494474827,MLB,2,"8701372352235815",MP35P-8701372352235815
41232473,69663101743,302184108,MLB,2,SMARTPOS1494345131,A910-1494345131
41232474,69670046881,449061466,MLB,2,"8701372352304664",MP35P-8701372352304664
41232475,69668601829,441241466,MLB,2,D175-1482618956,D175-1482618956
41232476,69799319026,165684792,MLB,2,PAX-1486341519,D175-1486341519
41232477,69799319026,165684792,MLB,2,PAX-1486343012,D175-1486343012
41232478,69799319026,165684792,MLB,2,PAX-1486343439,D175-1486343439
41232479,69799319026,165684792,MLB,2,PAX-1486343541,D175-1486343541
41232480,69663178041,302184108,MLB,2,"8701372352277513",MP35P-8701372352277513
41232481,69666772327,425296102,MLB,2,D175-1480619751,D175-1480619751
41232482,69670029891,273109339,MLB,2,MP300-23010262023042108001,"23010262023042108001"
41232483,69633539063,82764503,MLB,2,"8701372352277843",MP35P-8701372352277843
41232484,69604648889,264840428,MLB,2,D175-1482653295,D175-1482653295
41232485,69663121805,399928505,MLB,2,Q79403560356,Q79403560356
41232486,69866292866,256842528,MLB,3,SMARTPOS1494170610,A910-1494170610
41232487,69303342767,232959446,MLB,2,"8701372352305974",MP35P-8701372352305974
41232488,69668194045,256842528,MLB,2,SMARTPOS1494168725,A910-1494168725
41232489,69862818400,242761129,MLB,2,MP300-23021062023101726740,"23021062023101726740"
41232490,69862818400,242761129,MLB,2,MP300-23021062023101726712,"23021062023101726712"
41232491,69862818400,242761129,MLB,2,MP300-23021062023101726950,"23021062023101726950"
41232492,69862818400,242761129,MLB,2,MP300-23021062023101726948,"23021062023101726948"
41232493,69602426503,165684792,MLB,2,"8701372352304875",MP35P-8701372352304875
41232494,69789354206,158661567,MLB,2,"8701372352236112",MP35P-8701372352236112
41232495,69802378974,264840428,MLB,2,"8701372352236106",MP35P-8701372352236106
41232496,69659537075,114376909,MLB,2,D175-1480624815,D175-1480624815
41232497,69608199496,273109339,MLB,2,D175-1480332093,D175-1480332093
41232498,69856440542,571108870,MLB,2,D175-1484000865,D175-1484000865
41232499,69855768964,642126306,MLB,2,"8701372352305074",MP35P-8701372352305074
41232500,69662774261,349289940,MLB,2,SMARTPOS1494168619,A910-1494168619
41232501,69800675846,264840428,MLB,3,D175-1483900086,D175-1483900086
41232502,69663164755,302184108,MLB,2,MP300-23021062023101725135,"23021062023101725135"
41232503,69663164755,302184108,MLB,2,MP300-23021062023101725117,"23021062023101725117"
41232504,69663164755,302184108,MLB,2,MP300-23021062023101726475,"23021062023101726475"
41232505,69663164755,302184108,MLB,2,MP300-23021062023101725490,"23021062023101725490"
41232509,69860059378,1319677810,MLB,2,D175-1481998619,D175-1481998619
41232510,69668248869,256842528,MLB,2,SMARTPOS1494170612,A910-1494170612
41232511,69867169852,177153580,MLB,2,D175-1481650208,D175-1481650208
41232512,69670074515,474473764,MLB,2,"8701372352304447",MP35P-8701372352304447
41232513,69793178892,49130089,MLB,2,"8701372352235358",MP35P-8701372352235358
41232514,69670084259,570067239,MLB,2,D175-1481640543,D175-1481640543
41232515,69669259591,313052138,MLB,2,"8701372352117851",MP35P-8701372352117851
41232516,69669024357,256842528,MLB,3,SMARTPOS1493625157,A910-1493625157
41232518,69670035821,273109339,MLB,2,MP300-23010262023042108394,"23010262023042108394"
41232519,69800394096,518901189,MLB,2,"8701372352235055",MP35P-8701372352235055
41232520,69800394096,518901189,MLB,2,"8701372352235878",MP35P-8701372352235878
41232521,69800394096,518901189,MLB,2,"8701372352236077",MP35P-8701372352236077
41232522,69800394096,518901189,MLB,2,"8701372352236127",MP35P-8701372352236127
41232523,69800394096,518901189,MLB,2,"8701372352234975",MP35P-8701372352234975
41232524,69800394096,518901189,MLB,2,"8701372352235049",MP35P-8701372352235049
