"device_id","payment_id","user_id","site_id","relation_status","physical_id","serial"
41230333,69811180708,75554443,MLB,2,MP300-23021062023101725973,"23021062023101725973"
41230334,69811180708,75554443,MLB,2,MP300-23021062023101726670,"23021062023101726670"
41230335,69811180708,75554443,MLB,2,MP300-23021062023101726761,"23021062023101726761"
41230336,69811180708,75554443,MLB,2,MP300-23021062023101725889,"23021062023101725889"
41230337,69811180708,75554443,MLB,2,MP300-23021062023101725988,"23021062023101725988"
41230338,69811180708,75554443,MLB,2,MP300-23021062023101725248,"23021062023101725248"
41230339,69811180708,75554443,MLB,2,MP300-23021062023101725974,"23021062023101725974"
41230340,69811180708,75554443,MLB,2,MP300-23021062023101725954,"23021062023101725954"
41230341,69811180708,75554443,MLB,2,MP300-23021062023101726368,"23021062023101726368"
41230342,69811180708,75554443,MLB,2,MP300-23021062023101725289,"23021062023101725289"
41230343,69811180708,75554443,MLB,2,MP300-23021062023101725260,"23021062023101725260"
41230344,69811180708,75554443,MLB,2,MP300-23021062023101726733,"23021062023101726733"
41230345,69811180708,75554443,MLB,2,MP300-23021062023101726664,"23021062023101726664"
41230346,69811180708,75554443,MLB,2,MP300-23021062023101725836,"23021062023101725836"
41230347,69811180708,75554443,MLB,2,MP300-23021062023101726671,"23021062023101726671"
41230348,69811180708,75554443,MLB,2,MP300-23021062023101726728,"23021062023101726728"
41230349,69811180708,75554443,MLB,2,MP300-23021062023101726656,"23021062023101726656"
41230350,69811180708,75554443,MLB,2,MP300-23021062023101725280,"23021062023101725280"
41230351,69811180708,75554443,MLB,2,MP300-23021062023101726945,"23021062023101726945"
41230352,69811180708,75554443,MLB,2,MP300-23021062023101726744,"23021062023101726744"
41230353,69811180708,75554443,MLB,2,MP300-23021062023101726743,"23021062023101726743"
41230354,69811180708,75554443,MLB,2,MP300-23021062023101726700,"23021062023101726700"
41230355,69811180708,75554443,MLB,2,MP300-23021062023101725253,"23021062023101725253"
41230356,69811180708,75554443,MLB,2,MP300-23021062023101726739,"23021062023101726739"
41230357,69811180708,75554443,MLB,2,MP300-23021062023101725387,"23021062023101725387"
41230358,69811180708,75554443,MLB,2,MP300-23021062023101726547,"23021062023101726547"
41230359,69811180708,75554443,MLB,2,MP300-23021062023101726722,"23021062023101726722"
41230360,69811180708,75554443,MLB,2,MP300-23021062023101726654,"23021062023101726654"
41230361,69811180708,75554443,MLB,2,MP300-23021062023101725238,"23021062023101725238"
41230362,69811180708,75554443,MLB,2,MP300-23021062023101725408,"23021062023101725408"
41230363,69811180708,75554443,MLB,2,MP300-23021062023101725989,"23021062023101725989"
41230364,69811180708,75554443,MLB,2,MP300-23021062023101725292,"23021062023101725292"
41230365,69811180708,75554443,MLB,2,MP300-23021062023101726652,"23021062023101726652"
41230366,69811180708,75554443,MLB,2,MP300-23021062023101725389,"23021062023101725389"
41230367,69811180708,75554443,MLB,2,MP300-23021062023101726567,"23021062023101726567"
41230368,69811180708,75554443,MLB,2,MP300-23021062023101725981,"23021062023101725981"
41230369,69811180708,75554443,MLB,2,MP300-23021062023101726746,"23021062023101726746"
41230370,69811180708,75554443,MLB,2,MP300-23021062023101725726,"23021062023101725726"
41230371,69811180708,75554443,MLB,2,MP300-23021062023101726734,"23021062023101726734"
41230372,69811180708,75554443,MLB,2,MP300-23021062023101725255,"23021062023101725255"
41230373,69811180708,75554443,MLB,2,MP300-23021062023101725746,"23021062023101725746"
41230374,69811180708,75554443,MLB,2,MP300-23021062023101725240,"23021062023101725240"
41230375,69811180708,75554443,MLB,2,MP300-23021062023101725250,"23021062023101725250"
41230376,69811180708,75554443,MLB,2,MP300-23021062023101725244,"23021062023101725244"
41230377,69614385149,75554443,MLB,2,MP300-23021062023101725968,"23021062023101725968"
41230378,69614385149,75554443,MLB,2,MP300-23021062023101726007,"23021062023101726007"
41230379,69614385149,75554443,MLB,2,MP300-23021062023101725959,"23021062023101725959"
41230380,69614385149,75554443,MLB,2,MP300-23021062023101725829,"23021062023101725829"
41230381,69614385149,75554443,MLB,2,MP300-23021062023101725970,"23021062023101725970"
41230382,69614385149,75554443,MLB,2,MP300-23021062023101726651,"23021062023101726651"
41230383,69614385149,75554443,MLB,2,MP300-23021062023101725831,"23021062023101725831"
41230384,69614385149,75554443,MLB,2,MP300-23021062023101726699,"23021062023101726699"
41230385,69614385149,75554443,MLB,2,MP300-23021062023101726666,"23021062023101726666"
41230386,69614385149,75554443,MLB,2,MP300-23021062023101726564,"23021062023101726564"
41230387,69614385149,75554443,MLB,2,MP300-23021062023101726573,"23021062023101726573"
41230388,69614385149,75554443,MLB,2,MP300-23021062023101725924,"23021062023101725924"
41230389,69614385149,75554443,MLB,2,MP300-23021062023101725184,"23021062023101725184"
41230390,69614385149,75554443,MLB,2,MP300-23021062023101726692,"23021062023101726692"
41230391,69614385149,75554443,MLB,2,MP300-23021062023101725008,"23021062023101725008"
41230392,69614385149,75554443,MLB,2,MP300-23021062023101726658,"23021062023101726658"
41230393,69614385149,75554443,MLB,2,MP300-23021062023101725945,"23021062023101725945"
41230394,69614385149,75554443,MLB,2,MP300-23021062023101725492,"23021062023101725492"
41230395,69614385149,75554443,MLB,2,MP300-23021062023101725962,"23021062023101725962"
41230396,69614385149,75554443,MLB,2,MP300-23021062023101725497,"23021062023101725497"
41230397,69614385149,75554443,MLB,2,MP300-23021062023101725378,"23021062023101725378"
41230398,69614385149,75554443,MLB,2,MP300-23021062023101726011,"23021062023101726011"
41230399,69614385149,75554443,MLB,2,MP300-23021062023101725496,"23021062023101725496"
41230400,69614385149,75554443,MLB,2,MP300-23021062023101725844,"23021062023101725844"
41230401,69614385149,75554443,MLB,2,MP300-23021062023101725964,"23021062023101725964"
41230402,69614385149,75554443,MLB,2,MP300-23021062023101725032,"23021062023101725032"
41230403,69614385149,75554443,MLB,2,MP300-23021062023101726010,"23021062023101726010"
41230404,69614385149,75554443,MLB,2,MP300-23021062023101726662,"23021062023101726662"
41230405,69614385149,75554443,MLB,2,MP300-23021062023101726568,"23021062023101726568"
41230406,69614385149,75554443,MLB,2,MP300-23021062023101725999,"23021062023101725999"
41230407,69614385149,75554443,MLB,2,MP300-23021062023101725934,"23021062023101725934"
41230408,69614385149,75554443,MLB,2,MP300-23021062023101726698,"23021062023101726698"
41230409,69614385149,75554443,MLB,2,MP300-23021062023101726615,"23021062023101726615"
41230410,69614385149,75554443,MLB,2,MP300-23021062023101725210,"23021062023101725210"
41230411,69614385149,75554443,MLB,2,MP300-23021062023101725967,"23021062023101725967"
41230412,69614385149,75554443,MLB,2,MP300-23021062023101725489,"23021062023101725489"
41230413,69614385149,75554443,MLB,2,MP300-23021062023101725351,"23021062023101725351"
41230414,69614385149,75554443,MLB,2,MP300-23021062023101726560,"23021062023101726560"
41230415,69614385149,75554443,MLB,2,MP300-23021062023101726872,"23021062023101726872"
41230416,69614385149,75554443,MLB,2,MP300-23021062023101725186,"23021062023101725186"
41230417,69614385149,75554443,MLB,2,MP300-23021062023101726828,"23021062023101726828"
41230418,69614385149,75554443,MLB,2,MP300-23021062023101726003,"23021062023101726003"
41230419,69614385149,75554443,MLB,2,MP300-23021062023101726659,"23021062023101726659"
41230420,69614385149,75554443,MLB,2,MP300-23021062023101726650,"23021062023101726650"
41230421,69614385149,75554443,MLB,2,MP300-23021062023101726537,"23021062023101726537"
41230422,69811222756,75554443,MLB,2,MP300-23021062023101725965,"23021062023101725965"
41230423,69811222756,75554443,MLB,2,MP300-23021062023101725978,"23021062023101725978"
41230424,69811222756,75554443,MLB,2,MP300-23021062023101726655,"23021062023101726655"
41230425,69811222756,75554443,MLB,2,MP300-23021062023101725902,"23021062023101725902"
41230426,69811222756,75554443,MLB,2,MP300-23021062023101726554,"23021062023101726554"
41230427,69811222756,75554443,MLB,2,MP300-23021062023101725969,"23021062023101725969"
41230428,69811222756,75554443,MLB,2,MP300-23021062023101726411,"23021062023101726411"
41230429,69811222756,75554443,MLB,2,MP300-23021062023101725806,"23021062023101725806"
41230430,69811222756,75554443,MLB,2,MP300-23021062023101725897,"23021062023101725897"
41230431,69811222756,75554443,MLB,2,MP300-23021062023101725832,"23021062023101725832"
41230432,69811222756,75554443,MLB,2,MP300-23021062023101725912,"23021062023101725912"
41230433,69811222756,75554443,MLB,2,MP300-23021062023101725758,"23021062023101725758"
41230434,69811222756,75554443,MLB,2,MP300-23021062023101725485,"23021062023101725485"
41230435,69811222756,75554443,MLB,2,MP300-23021062023101725926,"23021062023101725926"
41230436,69811222756,75554443,MLB,2,MP300-23021062023101726614,"23021062023101726614"
41230437,69811222756,75554443,MLB,2,MP300-23021062023101725399,"23021062023101725399"
41230438,69811222756,75554443,MLB,2,MP300-23021062023101725972,"23021062023101725972"
41230439,69811222756,75554443,MLB,2,MP300-23021062023101725281,"23021062023101725281"
41230440,69811222756,75554443,MLB,2,MP300-23021062023101725515,"23021062023101725515"
41230441,69811222756,75554443,MLB,2,MP300-23021062023101725416,"23021062023101725416"
41230442,69811222756,75554443,MLB,2,MP300-23021062023101725013,"23021062023101725013"
41230443,69811222756,75554443,MLB,2,MP300-23021062023101726527,"23021062023101726527"
41230444,69811222756,75554443,MLB,2,MP300-23021062023101725976,"23021062023101725976"
41230445,69811222756,75554443,MLB,2,MP300-23021062023101725264,"23021062023101725264"
41230446,69811222756,75554443,MLB,2,MP300-23021062023101725975,"23021062023101725975"
41230447,69811222756,75554443,MLB,2,MP300-23021062023101725880,"23021062023101725880"
41230448,69811222756,75554443,MLB,2,MP300-23021062023101725867,"23021062023101725867"
41230449,69811222756,75554443,MLB,2,MP300-23021062023101726668,"23021062023101726668"
41230450,69811222756,75554443,MLB,2,MP300-23021062023101725269,"23021062023101725269"
41230451,69811222756,75554443,MLB,2,MP300-23021062023101726612,"23021062023101726612"
41230452,69811222756,75554443,MLB,2,MP300-23021062023101725898,"23021062023101725898"
41230453,69811222756,75554443,MLB,2,MP300-23021062023101725418,"23021062023101725418"
41230454,69811222756,75554443,MLB,2,MP300-23021062023101725771,"23021062023101725771"
41230455,69811222756,75554443,MLB,2,MP300-23021062023101726748,"23021062023101726748"
41230456,69811222756,75554443,MLB,2,MP300-23021062023101725439,"23021062023101725439"
41230457,69811222756,75554443,MLB,2,MP300-23021062023101725860,"23021062023101725860"
41230458,69811222756,75554443,MLB,2,MP300-23021062023101725413,"23021062023101725413"
41230459,69811222756,75554443,MLB,2,MP300-23021062023101726753,"23021062023101726753"
41230460,69811222756,75554443,MLB,2,MP300-23021062023101725401,"23021062023101725401"
41230461,69811222756,75554443,MLB,2,MP300-23021062023101725913,"23021062023101725913"
41230462,69811222756,75554443,MLB,2,MP300-23021062023101725980,"23021062023101725980"
41230463,69811222756,75554443,MLB,2,MP300-23021062023101725403,"23021062023101725403"
41230464,69811222756,75554443,MLB,2,MP300-23021062023101726600,"23021062023101726600"
41230465,69811222756,75554443,MLB,2,MP300-23021062023101726749,"23021062023101726749"
41230466,69811222756,75554443,MLB,2,MP300-23021062023101725373,"23021062023101725373"
41230467,69614463635,75554443,MLB,2,MP300-23021062023101725076,"23021062023101725076"
41230468,69614463635,75554443,MLB,2,MP300-23021062023101726931,"23021062023101726931"
41230469,69614463635,75554443,MLB,2,MP300-23021062023101726766,"23021062023101726766"
41230470,69614463635,75554443,MLB,2,MP300-23021062023101726914,"23021062023101726914"
41230471,69614463635,75554443,MLB,2,MP300-23021062023101726682,"23021062023101726682"
41230472,69614463635,75554443,MLB,2,MP300-23021062023101726487,"23021062023101726487"
41230473,69614463635,75554443,MLB,2,MP300-23021062023101726690,"23021062023101726690"
41230474,69614463635,75554443,MLB,2,MP300-23021062023101725732,"23021062023101725732"
41230475,69614463635,75554443,MLB,2,MP300-23021062023101726768,"23021062023101726768"
41230476,69614463635,75554443,MLB,2,MP300-23021062023101725368,"23021062023101725368"
41230477,69614463635,75554443,MLB,2,MP300-23021062023101725457,"23021062023101725457"
41230478,69614463635,75554443,MLB,2,MP300-23021062023101725272,"23021062023101725272"
41230479,69614463635,75554443,MLB,2,MP300-23020662023051802031,"23020662023051802031"
41230480,69614463635,75554443,MLB,2,MP300-23021062023101726935,"23021062023101726935"
41230481,69614463635,75554443,MLB,2,MP300-23021062023101726691,"23021062023101726691"
41230482,69614463635,75554443,MLB,2,MP300-23021062023101726469,"23021062023101726469"
41230483,69614463635,75554443,MLB,2,MP300-23021062023101725262,"23021062023101725262"
41230484,69614463635,75554443,MLB,2,MP300-23021062023101725749,"23021062023101725749"
41230485,69614463635,75554443,MLB,2,MP300-23021062023101725319,"23021062023101725319"
41230486,69614463635,75554443,MLB,2,MP300-23021062023101725114,"23021062023101725114"
41230487,69614463635,75554443,MLB,2,MP300-23021062023101726758,"23021062023101726758"
41230488,69614463635,75554443,MLB,2,MP300-23021062023101725305,"23021062023101725305"
41230489,69614463635,75554443,MLB,2,MP300-23021062023101725753,"23021062023101725753"
41230490,69614463635,75554443,MLB,2,MP300-23021062023101726012,"23021062023101726012"
41230491,69614463635,75554443,MLB,2,MP300-23021062023101726015,"23021062023101726015"
41230492,69614463635,75554443,MLB,2,MP300-23021062023101725307,"23021062023101725307"
41230493,69614463635,75554443,MLB,2,MP300-23021062023101725275,"23021062023101725275"
41230494,69614463635,75554443,MLB,2,MP300-23021062023101725301,"23021062023101725301"
41230495,69614463635,75554443,MLB,2,MP300-23021062023101725459,"23021062023101725459"
41230496,69614463635,75554443,MLB,2,MP300-23021062023101726216,"23021062023101726216"
41230497,69614463635,75554443,MLB,2,MP300-23021062023101725820,"23021062023101725820"
41230498,69614463635,75554443,MLB,2,MP300-23021062023101725465,"23021062023101725465"
41230499,69614463635,75554443,MLB,2,MP300-23021062023101726936,"23021062023101726936"
41230500,69614463635,75554443,MLB,2,MP300-23021062023101726694,"23021062023101726694"
41230501,69614463635,75554443,MLB,2,MP300-23021062023101725528,"23021062023101725528"
41230502,69614463635,75554443,MLB,2,MP300-23021062023101726925,"23021062023101726925"
41230503,69614463635,75554443,MLB,2,MP300-23021062023101726008,"23021062023101726008"
41230504,69614463635,75554443,MLB,2,MP300-23021062023101725450,"23021062023101725450"
41230505,69614463635,75554443,MLB,2,MP300-23021062023101725752,"23021062023101725752"
41230506,69614463635,75554443,MLB,2,MP300-23021062023101726924,"23021062023101726924"
41230507,69614463635,75554443,MLB,2,MP300-23021062023101726442,"23021062023101726442"
41230508,69614463635,75554443,MLB,2,MP300-23021062023101726934,"23021062023101726934"
41230509,69614463635,75554443,MLB,2,MP300-23021062023101725892,"23021062023101725892"
41230510,69614463635,75554443,MLB,2,MP300-23021062023101726918,"23021062023101726918"
41230512,69614473821,75554443,MLB,2,MP300-23021062023101725430,"23021062023101725430"
41230513,69614473821,75554443,MLB,2,MP300-23021062023101725257,"23021062023101725257"
41230514,69614473821,75554443,MLB,2,MP300-23021062023101726764,"23021062023101726764"
41230515,69614473821,75554443,MLB,2,MP300-23021062023101725104,"23021062023101725104"
41230516,69614473821,75554443,MLB,2,MP300-23021062023101725175,"23021062023101725175"
41230517,69614473821,75554443,MLB,2,MP300-23021062023101725027,"23021062023101725027"
41230518,69614473821,75554443,MLB,2,MP300-23021062023101726479,"23021062023101726479"
41230519,69614473821,75554443,MLB,2,MP300-23021062023101725030,"23021062023101725030"
41230520,69614473821,75554443,MLB,2,MP300-23021062023101725024,"23021062023101725024"
41230521,69614473821,75554443,MLB,2,MP300-23021062023101727461,"23021062023101727461"
41230522,69614473821,75554443,MLB,2,MP300-23021062023101726897,"23021062023101726897"
41230523,69614473821,75554443,MLB,2,MP300-23021062023101725102,"23021062023101725102"
41230524,69614473821,75554443,MLB,2,MP300-23021062023101726865,"23021062023101726865"
41230525,69614473821,75554443,MLB,2,MP300-23021062023101725140,"23021062023101725140"
41230526,69614473821,75554443,MLB,2,MP300-23021062023101725029,"23021062023101725029"
41230527,69614473821,75554443,MLB,2,MP300-23021062023101726781,"23021062023101726781"
41230528,69614473821,75554443,MLB,2,MP300-23021062023101726866,"23021062023101726866"
41230529,69614473821,75554443,MLB,2,MP300-23021062023101725169,"23021062023101725169"
41230530,69614473821,75554443,MLB,2,MP300-23021062023101725028,"23021062023101725028"
41230531,69614473821,75554443,MLB,2,MP300-23021062023101726481,"23021062023101726481"
41230532,69614473821,75554443,MLB,2,MP300-23021062023101726875,"23021062023101726875"
41230533,69614473821,75554443,MLB,2,MP300-23021062023101725100,"23021062023101725100"
41230534,69614473821,75554443,MLB,2,MP300-23021062023101726785,"23021062023101726785"
41230535,69614473821,75554443,MLB,2,MP300-23021062023101725179,"23021062023101725179"
41230536,69614473821,75554443,MLB,2,MP300-23021062023101725025,"23021062023101725025"
